PA,SZ,AG,Pop,Time
Downtown Core,Phillip,80_to_84,0,2020
Downtown Core,Phillip,85_to_89,0,2020
Downtown Core,Phillip,90_and_over,0,2020
Downtown Core,Raffles Place,0_to_4,0,2020
Downtown Core,Raffles Place,10_to_14,0,2020
Downtown Core,Raffles Place,15_to_19,0,2020
Downtown Core,Raffles Place,20_to_24,0,2020
Downtown Core,Raffles Place,25_to_29,0,2020
Downtown Core,Raffles Place,30_to_34,0,2020
Downtown Core,Raffles Place,35_to_39,0,2020
Downtown Core,Raffles Place,40_to_44,0,2020
Downtown Core,Raffles Place,45_to_49,0,2020
Downtown Core,Raffles Place,50_to_54,0,2020
Downtown Core,Raffles Place,55_to_59,0,2020
Downtown Core,Raffles Place,5_to_9,0,2020
Downtown Core,Raffles Place,60_to_64,0,2020
Downtown Core,Raffles Place,65_to_69,0,2020
Downtown Core,Raffles Place,70_to_74,0,2020
Downtown Core,Raffles Place,75_to_79,0,2020
Downtown Core,Raffles Place,80_to_84,0,2020
Downtown Core,Raffles Place,85_to_89,0,2020
Downtown Core,Raffles Place,90_and_over,0,2020
Downtown Core,Tanjong Pagar,0_to_4,20,2020
Downtown Core,Tanjong Pagar,10_to_14,10,2020
Downtown Core,Tanjong Pagar,15_to_19,10,2020
Downtown Core,Tanjong Pagar,20_to_24,20,2020
Downtown Core,Tanjong Pagar,25_to_29,50,2020
Downtown Core,Tanjong Pagar,30_to_34,100,2020
Downtown Core,Tanjong Pagar,35_to_39,100,2020
Downtown Core,Tanjong Pagar,40_to_44,80,2020
Downtown Core,Tanjong Pagar,45_to_49,70,2020
Downtown Core,Tanjong Pagar,50_to_54,50,2020
Downtown Core,Tanjong Pagar,55_to_59,50,2020
Downtown Core,Tanjong Pagar,5_to_9,20,2020
Downtown Core,Tanjong Pagar,60_to_64,30,2020
Downtown Core,Tanjong Pagar,65_to_69,20,2020
Downtown Core,Tanjong Pagar,70_to_74,20,2020
Downtown Core,Tanjong Pagar,75_to_79,0,2020
Downtown Core,Tanjong Pagar,80_to_84,0,2020
Downtown Core,Tanjong Pagar,85_to_89,0,2020
Downtown Core,Tanjong Pagar,90_and_over,30,2020
Geylang,Aljunied,0_to_4,1250,2020
Geylang,Aljunied,10_to_14,1740,2020
Geylang,Aljunied,15_to_19,1660,2020
Geylang,Aljunied,20_to_24,1930,2020
Geylang,Aljunied,25_to_29,2840,2020
Geylang,Aljunied,30_to_34,3000,2020
Geylang,Aljunied,35_to_39,2980,2020
Geylang,Aljunied,40_to_44,2990,2020
Geylang,Aljunied,45_to_49,3260,2020
Geylang,Aljunied,50_to_54,2860,2020
Geylang,Aljunied,55_to_59,3100,2020
Geylang,Aljunied,5_to_9,1500,2020
Geylang,Aljunied,60_to_64,3130,2020
Geylang,Aljunied,65_to_69,2620,2020
Geylang,Aljunied,70_to_74,2080,2020
Geylang,Aljunied,75_to_79,1170,2020
Geylang,Aljunied,80_to_84,970,2020
Geylang,Aljunied,85_to_89,580,2020
Geylang,Aljunied,90_and_over,400,2020
Geylang,Geylang East,0_to_4,1100,2020
Geylang,Geylang East,10_to_14,1460,2020
Geylang,Geylang East,15_to_19,1360,2020
Geylang,Geylang East,20_to_24,1560,2020
Geylang,Geylang East,25_to_29,2050,2020
Geylang,Geylang East,30_to_34,2000,2020
Geylang,Geylang East,35_to_39,2160,2020
Geylang,Geylang East,40_to_44,2340,2020
Geylang,Geylang East,45_to_49,2340,2020
Geylang,Geylang East,50_to_54,2040,2020
Geylang,Geylang East,55_to_59,2120,2020
Geylang,Geylang East,5_to_9,1320,2020
Geylang,Geylang East,60_to_64,2260,2020
Geylang,Geylang East,65_to_69,1970,2020
Geylang,Geylang East,70_to_74,1740,2020
Geylang,Geylang East,75_to_79,900,2020
Geylang,Geylang East,80_to_84,670,2020
Geylang,Geylang East,85_to_89,420,2020
Geylang,Geylang East,90_and_over,210,2020
Geylang,Kallang Way,0_to_4,0,2020
Geylang,Kallang Way,10_to_14,0,2020
Geylang,Kallang Way,15_to_19,0,2020
Geylang,Kallang Way,20_to_24,0,2020
Geylang,Kallang Way,25_to_29,0,2020
Geylang,Kallang Way,30_to_34,0,2020
Geylang,Kallang Way,35_to_39,0,2020
Geylang,Kallang Way,40_to_44,0,2020
Geylang,Kallang Way,45_to_49,0,2020
Geylang,Kallang Way,50_to_54,0,2020
Geylang,Kallang Way,55_to_59,0,2020
Geylang,Kallang Way,5_to_9,0,2020
Geylang,Kallang Way,60_to_64,0,2020
Geylang,Kallang Way,65_to_69,0,2020
Geylang,Kallang Way,70_to_74,0,2020
Geylang,Kallang Way,75_to_79,0,2020
Geylang,Kallang Way,80_to_84,0,2020
Geylang,Kallang Way,85_to_89,0,2020
Geylang,Kallang Way,90_and_over,0,2020
Geylang,Kampong Ubi,0_to_4,410,2020
Geylang,Kampong Ubi,10_to_14,530,2020
Geylang,Kampong Ubi,15_to_19,570,2020
Geylang,Kampong Ubi,20_to_24,760,2020
Geylang,Kampong Ubi,25_to_29,1030,2020
Geylang,Kampong Ubi,30_to_34,1020,2020
Geylang,Kampong Ubi,35_to_39,800,2020
Geylang,Kampong Ubi,40_to_44,800,2020
Geylang,Kampong Ubi,45_to_49,740,2020
Geylang,Kampong Ubi,50_to_54,760,2020
Geylang,Kampong Ubi,55_to_59,1010,2020
Geylang,Kampong Ubi,5_to_9,460,2020
Geylang,Kampong Ubi,60_to_64,1110,2020
Geylang,Kampong Ubi,65_to_69,840,2020
Geylang,Kampong Ubi,70_to_74,530,2020
Geylang,Kampong Ubi,75_to_79,260,2020
Geylang,Kampong Ubi,80_to_84,130,2020
Geylang,Kampong Ubi,85_to_89,60,2020
Geylang,Kampong Ubi,90_and_over,40,2020
Geylang,Macpherson,0_to_4,1210,2020
Geylang,Macpherson,10_to_14,1100,2020
Geylang,Macpherson,15_to_19,1280,2020
Geylang,Macpherson,20_to_24,1520,2020
Geylang,Macpherson,25_to_29,2030,2020
Geylang,Macpherson,30_to_34,2280,2020
Geylang,Macpherson,35_to_39,1880,2020
Geylang,Macpherson,40_to_44,1700,2020
Geylang,Macpherson,45_to_49,1870,2020
Geylang,Macpherson,50_to_54,2190,2020
Geylang,Macpherson,55_to_59,2410,2020
Geylang,Macpherson,5_to_9,1020,2020
Geylang,Macpherson,60_to_64,2360,2020
Geylang,Macpherson,65_to_69,1890,2020
Geylang,Macpherson,70_to_74,1370,2020
Geylang,Macpherson,75_to_79,910,2020
Geylang,Macpherson,80_to_84,800,2020
Geylang,Macpherson,85_to_89,450,2020
Geylang,Macpherson,90_and_over,240,2020
Hougang,Defu Industrial Park,0_to_4,0,2020
Hougang,Defu Industrial Park,10_to_14,0,2020
Hougang,Defu Industrial Park,15_to_19,0,2020
Hougang,Defu Industrial Park,20_to_24,0,2020
Hougang,Defu Industrial Park,25_to_29,0,2020
Hougang,Defu Industrial Park,30_to_34,0,2020
Hougang,Defu Industrial Park,35_to_39,0,2020
Hougang,Defu Industrial Park,40_to_44,0,2020
Hougang,Defu Industrial Park,45_to_49,0,2020
Hougang,Defu Industrial Park,50_to_54,0,2020
Hougang,Defu Industrial Park,55_to_59,0,2020
Hougang,Defu Industrial Park,5_to_9,0,2020
Hougang,Defu Industrial Park,60_to_64,0,2020
Hougang,Defu Industrial Park,65_to_69,0,2020
Hougang,Defu Industrial Park,70_to_74,0,2020
Hougang,Defu Industrial Park,75_to_79,0,2020
Hougang,Defu Industrial Park,80_to_84,0,2020
Hougang,Defu Industrial Park,85_to_89,0,2020
Hougang,Defu Industrial Park,90_and_over,0,2020
Hougang,Hougang Central,0_to_4,120,2020
Hougang,Hougang Central,10_to_14,210,2020
Hougang,Hougang Central,15_to_19,270,2020
Hougang,Hougang Central,20_to_24,360,2020
Hougang,Hougang Central,25_to_29,430,2020
Hougang,Hougang Central,30_to_34,340,2020
Hougang,Hougang Central,35_to_39,260,2020
Hougang,Hougang Central,40_to_44,240,2020
Hougang,Hougang Central,45_to_49,310,2020
Hougang,Hougang Central,50_to_54,410,2020
Hougang,Hougang Central,55_to_59,400,2020
Hougang,Hougang Central,5_to_9,110,2020
Hougang,Hougang Central,60_to_64,440,2020
Hougang,Hougang Central,65_to_69,300,2020
Hougang,Hougang Central,70_to_74,210,2020
Hougang,Hougang Central,75_to_79,120,2020
Hougang,Hougang Central,80_to_84,90,2020
Hougang,Hougang Central,85_to_89,50,2020
Hougang,Hougang Central,90_and_over,30,2020
Hougang,Hougang East,0_to_4,1360,2020
Hougang,Hougang East,10_to_14,1040,2020
Hougang,Hougang East,15_to_19,1090,2020
Hougang,Hougang East,20_to_24,1470,2020
Hougang,Hougang East,25_to_29,2110,2020
Hougang,Hougang East,30_to_34,2280,2020
Hougang,Hougang East,35_to_39,2150,2020
Hougang,Hougang East,40_to_44,1710,2020
Hougang,Hougang East,45_to_49,1660,2020
Hougang,Hougang East,50_to_54,1620,2020
Hougang,Hougang East,55_to_59,2060,2020
Hougang,Hougang East,5_to_9,1240,2020
Hougang,Hougang East,60_to_64,1870,2020
Hougang,Hougang East,65_to_69,1380,2020
Hougang,Hougang East,70_to_74,910,2020
Hougang,Hougang East,75_to_79,470,2020
Hougang,Hougang East,80_to_84,280,2020
Hougang,Hougang East,85_to_89,150,2020
Hougang,Hougang East,90_and_over,80,2020
Hougang,Hougang West,0_to_4,1330,2020
Hougang,Hougang West,10_to_14,1730,2020
Hougang,Hougang West,15_to_19,2000,2020
Hougang,Hougang West,20_to_24,2900,2020
Hougang,Hougang West,25_to_29,4040,2020
Hougang,Hougang West,30_to_34,3550,2020
Hougang,Hougang West,35_to_39,2750,2020
Hougang,Hougang West,40_to_44,2600,2020
Hougang,Hougang West,45_to_49,2960,2020
Hougang,Hougang West,50_to_54,3320,2020
Hougang,Hougang West,55_to_59,4440,2020
Hougang,Hougang West,5_to_9,1420,2020
Hougang,Hougang West,60_to_64,4420,2020
Hougang,Hougang West,65_to_69,3400,2020
Hougang,Hougang West,70_to_74,2220,2020
Hougang,Hougang West,75_to_79,1100,2020
Hougang,Hougang West,80_to_84,750,2020
Hougang,Hougang West,85_to_89,440,2020
Hougang,Hougang West,90_and_over,220,2020
Hougang,Kangkar,0_to_4,1740,2020
Hougang,Kangkar,10_to_14,1570,2020
Hougang,Kangkar,15_to_19,1590,2020
Hougang,Kangkar,20_to_24,1710,2020
Hougang,Kangkar,25_to_29,2040,2020
Hougang,Kangkar,30_to_34,2720,2020
Hougang,Kangkar,35_to_39,2800,2020
Hougang,Kangkar,40_to_44,2480,2020
Hougang,Kangkar,45_to_49,2520,2020
Hougang,Kangkar,50_to_54,2170,2020
Hougang,Kangkar,55_to_59,2310,2020
Hougang,Kangkar,5_to_9,1740,2020
Hougang,Kangkar,60_to_64,2190,2020
Hougang,Kangkar,65_to_69,1810,2020
Hougang,Kangkar,70_to_74,1280,2020
Hougang,Kangkar,75_to_79,730,2020
Hougang,Kangkar,80_to_84,530,2020
Hougang,Kangkar,85_to_89,250,2020
Hougang,Kangkar,90_and_over,120,2020
Hougang,Kovan,0_to_4,910,2020
Hougang,Kovan,10_to_14,1270,2020
Hougang,Kovan,15_to_19,1420,2020
Hougang,Kovan,20_to_24,1640,2020
Hougang,Kovan,25_to_29,1910,2020
Hougang,Kovan,30_to_34,1670,2020
Hougang,Kovan,35_to_39,1550,2020
Hougang,Kovan,40_to_44,1700,2020
Hougang,Kovan,45_to_49,1980,2020
Hougang,Kovan,50_to_54,1730,2020
Hougang,Kovan,55_to_59,1950,2020
Hougang,Kovan,5_to_9,1130,2020
Hougang,Kovan,60_to_64,1910,2020
Hougang,Kovan,65_to_69,1520,2020
Hougang,Kovan,70_to_74,1130,2020
Hougang,Kovan,75_to_79,600,2020
Hougang,Kovan,80_to_84,460,2020
Hougang,Kovan,85_to_89,260,2020
Hougang,Kovan,90_and_over,180,2020
Hougang,Lorong Ah Soo,0_to_4,950,2020
Hougang,Lorong Ah Soo,10_to_14,1410,2020
Hougang,Lorong Ah Soo,15_to_19,1690,2020
Hougang,Lorong Ah Soo,20_to_24,1900,2020
Hougang,Lorong Ah Soo,25_to_29,2290,2020
Hougang,Lorong Ah Soo,30_to_34,2170,2020
Hougang,Lorong Ah Soo,35_to_39,2010,2020
Hougang,Lorong Ah Soo,40_to_44,2180,2020
Hougang,Lorong Ah Soo,45_to_49,2500,2020
Hougang,Lorong Ah Soo,50_to_54,2410,2020
Hougang,Lorong Ah Soo,55_to_59,2600,2020
Hougang,Lorong Ah Soo,5_to_9,1130,2020
Hougang,Lorong Ah Soo,60_to_64,2720,2020
Hougang,Lorong Ah Soo,65_to_69,2300,2020
Hougang,Lorong Ah Soo,70_to_74,1830,2020
Hougang,Lorong Ah Soo,75_to_79,980,2020
Hougang,Lorong Ah Soo,80_to_84,760,2020
Hougang,Lorong Ah Soo,85_to_89,420,2020
Hougang,Lorong Ah Soo,90_and_over,200,2020
Hougang,Lorong Halus,0_to_4,0,2020
Hougang,Lorong Halus,10_to_14,0,2020
Hougang,Lorong Halus,15_to_19,0,2020
Hougang,Lorong Halus,20_to_24,0,2020
Hougang,Lorong Halus,25_to_29,0,2020
Hougang,Lorong Halus,30_to_34,0,2020
Hougang,Lorong Halus,35_to_39,0,2020
Hougang,Lorong Halus,40_to_44,0,2020
Hougang,Lorong Halus,45_to_49,0,2020
Hougang,Lorong Halus,50_to_54,0,2020
Hougang,Lorong Halus,55_to_59,0,2020
Hougang,Lorong Halus,5_to_9,0,2020
Hougang,Lorong Halus,60_to_64,0,2020
Hougang,Lorong Halus,65_to_69,0,2020
Hougang,Lorong Halus,70_to_74,0,2020
Hougang,Lorong Halus,75_to_79,0,2020
Hougang,Lorong Halus,80_to_84,0,2020
Hougang,Lorong Halus,85_to_89,0,2020
Hougang,Lorong Halus,90_and_over,0,2020
Hougang,Tai Seng,0_to_4,440,2020
Hougang,Tai Seng,10_to_14,680,2020
Hougang,Tai Seng,15_to_19,740,2020
Hougang,Tai Seng,20_to_24,970,2020
Hougang,Tai Seng,25_to_29,990,2020
Hougang,Tai Seng,30_to_34,830,2020
Hougang,Tai Seng,35_to_39,730,2020
Hougang,Tai Seng,40_to_44,870,2020
Hougang,Tai Seng,45_to_49,960,2020
Hougang,Tai Seng,50_to_54,1040,2020
Hougang,Tai Seng,55_to_59,1200,2020
Hougang,Tai Seng,5_to_9,580,2020
Hougang,Tai Seng,60_to_64,1170,2020
Hougang,Tai Seng,65_to_69,970,2020
Hougang,Tai Seng,70_to_74,660,2020
Hougang,Tai Seng,75_to_79,420,2020
Hougang,Tai Seng,80_to_84,350,2020
Hougang,Tai Seng,85_to_89,190,2020
Hougang,Tai Seng,90_and_over,130,2020
Hougang,Trafalgar,0_to_4,2260,2020
Hougang,Trafalgar,10_to_14,2430,2020
Hougang,Trafalgar,15_to_19,2710,2020
Hougang,Trafalgar,20_to_24,3210,2020
Hougang,Trafalgar,25_to_29,3820,2020
Hougang,Trafalgar,30_to_34,3640,2020
Hougang,Trafalgar,35_to_39,3200,2020
Hougang,Trafalgar,40_to_44,3350,2020
Hougang,Trafalgar,45_to_49,3690,2020
Hougang,Trafalgar,50_to_54,3980,2020
Hougang,Trafalgar,55_to_59,4160,2020
Hougang,Trafalgar,5_to_9,2120,2020
Hougang,Trafalgar,60_to_64,3940,2020
Hougang,Trafalgar,65_to_69,2870,2020
Hougang,Trafalgar,70_to_74,1940,2020
Hougang,Trafalgar,75_to_79,900,2020
Hougang,Trafalgar,80_to_84,590,2020
Hougang,Trafalgar,85_to_89,350,2020
Hougang,Trafalgar,90_and_over,160,2020
Jurong East,International Business Park,0_to_4,0,2020
Jurong East,International Business Park,10_to_14,0,2020
Jurong East,International Business Park,15_to_19,0,2020
Jurong East,International Business Park,20_to_24,0,2020
Jurong East,International Business Park,25_to_29,0,2020
Jurong East,International Business Park,30_to_34,0,2020
Jurong East,International Business Park,35_to_39,0,2020
Jurong East,International Business Park,40_to_44,0,2020
Jurong East,International Business Park,45_to_49,0,2020
Jurong East,International Business Park,50_to_54,0,2020
Jurong East,International Business Park,55_to_59,0,2020
Jurong East,International Business Park,5_to_9,0,2020
Jurong East,International Business Park,60_to_64,0,2020
Jurong East,International Business Park,65_to_69,0,2020
Jurong East,International Business Park,70_to_74,0,2020
Jurong East,International Business Park,75_to_79,0,2020
Jurong East,International Business Park,80_to_84,0,2020
Jurong East,International Business Park,85_to_89,0,2020
Jurong East,International Business Park,90_and_over,0,2020
Jurong East,Jurong Gateway,0_to_4,20,2020
Jurong East,Jurong Gateway,10_to_14,20,2020
Jurong East,Jurong Gateway,15_to_19,30,2020
Jurong East,Jurong Gateway,20_to_24,20,2020
Jurong East,Jurong Gateway,25_to_29,50,2020
Jurong East,Jurong Gateway,30_to_34,40,2020
Jurong East,Jurong Gateway,35_to_39,40,2020
Jurong East,Jurong Gateway,40_to_44,50,2020
Jurong East,Jurong Gateway,45_to_49,60,2020
Jurong East,Jurong Gateway,50_to_54,30,2020
Jurong East,Jurong Gateway,55_to_59,20,2020
Jurong East,Jurong Gateway,5_to_9,20,2020
Jurong East,Jurong Gateway,60_to_64,20,2020
Jurong East,Jurong Gateway,65_to_69,10,2020
Jurong East,Jurong Gateway,70_to_74,10,2020
Jurong East,Jurong Gateway,75_to_79,0,2020
Jurong East,Jurong Gateway,80_to_84,0,2020
Jurong East,Jurong Gateway,85_to_89,0,2020
Jurong East,Jurong Gateway,90_and_over,0,2020
Jurong East,Jurong Port,0_to_4,0,2020
Jurong East,Jurong Port,10_to_14,0,2020
Jurong East,Jurong Port,15_to_19,0,2020
Jurong East,Jurong Port,20_to_24,0,2020
Jurong East,Jurong Port,25_to_29,0,2020
Jurong East,Jurong Port,30_to_34,0,2020
Jurong East,Jurong Port,35_to_39,0,2020
Jurong East,Jurong Port,40_to_44,0,2020
Jurong East,Jurong Port,45_to_49,0,2020
Jurong East,Jurong Port,50_to_54,0,2020
Jurong East,Jurong Port,55_to_59,0,2020
Jurong East,Jurong Port,5_to_9,0,2020
Jurong East,Jurong Port,60_to_64,0,2020
Jurong East,Jurong Port,65_to_69,0,2020
Jurong East,Jurong Port,70_to_74,0,2020
Jurong East,Jurong Port,75_to_79,0,2020
Jurong East,Jurong Port,80_to_84,0,2020
Jurong East,Jurong Port,85_to_89,0,2020
Jurong East,Jurong Port,90_and_over,0,2020
Jurong East,Jurong River,0_to_4,0,2020
Jurong East,Jurong River,10_to_14,0,2020
Jurong East,Jurong River,15_to_19,0,2020
Jurong East,Jurong River,20_to_24,0,2020
Jurong East,Jurong River,25_to_29,0,2020
Jurong East,Jurong River,30_to_34,0,2020
Jurong East,Jurong River,35_to_39,0,2020
Jurong East,Jurong River,40_to_44,0,2020
Jurong East,Jurong River,45_to_49,0,2020
Jurong East,Jurong River,50_to_54,0,2020
Jurong East,Jurong River,55_to_59,0,2020
Jurong East,Jurong River,5_to_9,0,2020
Jurong East,Jurong River,60_to_64,0,2020
Jurong East,Jurong River,65_to_69,0,2020
Jurong East,Jurong River,70_to_74,0,2020
Jurong East,Jurong River,75_to_79,0,2020
Jurong East,Jurong River,80_to_84,0,2020
Jurong East,Jurong River,85_to_89,0,2020
Jurong East,Jurong River,90_and_over,0,2020
Jurong East,Lakeside (Business),0_to_4,0,2020
Jurong East,Lakeside (Business),10_to_14,0,2020
Jurong East,Lakeside (Business),15_to_19,0,2020
Jurong East,Lakeside (Business),20_to_24,0,2020
Jurong East,Lakeside (Business),25_to_29,0,2020
Jurong East,Lakeside (Business),30_to_34,0,2020
Jurong East,Lakeside (Business),35_to_39,0,2020
Jurong East,Lakeside (Business),40_to_44,0,2020
Jurong East,Lakeside (Business),45_to_49,0,2020
Jurong East,Lakeside (Business),50_to_54,0,2020
Jurong East,Lakeside (Business),55_to_59,0,2020
Jurong East,Lakeside (Business),5_to_9,0,2020
Jurong East,Lakeside (Business),60_to_64,0,2020
Jurong East,Lakeside (Business),65_to_69,0,2020
Jurong East,Lakeside (Business),70_to_74,0,2020
Jurong East,Lakeside (Business),75_to_79,0,2020
Jurong East,Lakeside (Business),80_to_84,0,2020
Jurong East,Lakeside (Business),85_to_89,0,2020
Jurong East,Lakeside (Business),90_and_over,0,2020
Jurong East,Lakeside (Leisure),0_to_4,20,2020
Jurong East,Lakeside (Leisure),10_to_14,20,2020
Jurong East,Lakeside (Leisure),15_to_19,30,2020
Jurong East,Lakeside (Leisure),20_to_24,30,2020
Jurong East,Lakeside (Leisure),25_to_29,50,2020
Jurong East,Lakeside (Leisure),30_to_34,50,2020
Jurong East,Lakeside (Leisure),35_to_39,60,2020
Jurong East,Lakeside (Leisure),40_to_44,60,2020
Jurong East,Lakeside (Leisure),45_to_49,70,2020
Jurong East,Lakeside (Leisure),50_to_54,80,2020
Jurong East,Lakeside (Leisure),55_to_59,70,2020
Jurong East,Lakeside (Leisure),5_to_9,20,2020
Jurong East,Lakeside (Leisure),60_to_64,110,2020
Jurong East,Lakeside (Leisure),65_to_69,120,2020
Jurong East,Lakeside (Leisure),70_to_74,100,2020
Jurong East,Lakeside (Leisure),75_to_79,80,2020
Jurong East,Lakeside (Leisure),80_to_84,60,2020
Jurong East,Lakeside (Leisure),85_to_89,30,2020
Jurong East,Lakeside (Leisure),90_and_over,10,2020
Jurong East,Penjuru Crescent,0_to_4,0,2020
Jurong East,Penjuru Crescent,10_to_14,0,2020
Jurong East,Penjuru Crescent,15_to_19,0,2020
Jurong East,Penjuru Crescent,20_to_24,0,2020
Jurong East,Penjuru Crescent,25_to_29,0,2020
Jurong East,Penjuru Crescent,30_to_34,0,2020
Jurong East,Penjuru Crescent,35_to_39,0,2020
Jurong East,Penjuru Crescent,40_to_44,0,2020
Jurong East,Penjuru Crescent,45_to_49,0,2020
Jurong East,Penjuru Crescent,50_to_54,0,2020
Jurong East,Penjuru Crescent,55_to_59,0,2020
Jurong East,Penjuru Crescent,5_to_9,0,2020
Jurong East,Penjuru Crescent,60_to_64,0,2020
Jurong East,Penjuru Crescent,65_to_69,0,2020
Jurong East,Penjuru Crescent,70_to_74,0,2020
Jurong East,Penjuru Crescent,75_to_79,0,2020
Jurong East,Penjuru Crescent,80_to_84,0,2020
Jurong East,Penjuru Crescent,85_to_89,0,2020
Jurong East,Penjuru Crescent,90_and_over,0,2020
Jurong East,Teban Gardens,0_to_4,750,2020
Jurong East,Teban Gardens,10_to_14,870,2020
Jurong East,Teban Gardens,15_to_19,920,2020
Jurong East,Teban Gardens,20_to_24,1050,2020
Jurong East,Teban Gardens,25_to_29,1150,2020
Jurong East,Teban Gardens,30_to_34,1240,2020
Jurong East,Teban Gardens,35_to_39,1350,2020
Jurong East,Teban Gardens,40_to_44,1350,2020
Jurong East,Teban Gardens,45_to_49,1330,2020
Jurong East,Teban Gardens,50_to_54,1270,2020
Jurong East,Teban Gardens,55_to_59,1360,2020
Jurong East,Teban Gardens,5_to_9,830,2020
Jurong East,Teban Gardens,60_to_64,1350,2020
Jurong East,Teban Gardens,65_to_69,1410,2020
Jurong East,Teban Gardens,70_to_74,1160,2020
Jurong East,Teban Gardens,75_to_79,530,2020
Jurong East,Teban Gardens,80_to_84,320,2020
Jurong East,Teban Gardens,85_to_89,150,2020
Jurong East,Teban Gardens,90_and_over,70,2020
Jurong East,Toh Guan,0_to_4,410,2020
Jurong East,Toh Guan,10_to_14,680,2020
Jurong East,Toh Guan,15_to_19,860,2020
Jurong East,Toh Guan,20_to_24,1000,2020
Jurong East,Toh Guan,25_to_29,1270,2020
Jurong East,Toh Guan,30_to_34,1080,2020
Jurong East,Toh Guan,35_to_39,920,2020
Jurong East,Toh Guan,40_to_44,890,2020
Jurong East,Toh Guan,45_to_49,1120,2020
Jurong East,Toh Guan,50_to_54,1070,2020
Jurong East,Toh Guan,55_to_59,1280,2020
Jurong East,Toh Guan,5_to_9,500,2020
Jurong East,Toh Guan,60_to_64,1390,2020
Jurong East,Toh Guan,65_to_69,1020,2020
Jurong East,Toh Guan,70_to_74,570,2020
Jurong East,Toh Guan,75_to_79,240,2020
Jurong East,Toh Guan,80_to_84,170,2020
Jurong East,Toh Guan,85_to_89,120,2020
Jurong East,Toh Guan,90_and_over,50,2020
Jurong East,Yuhua East,0_to_4,690,2020
Jurong East,Yuhua East,10_to_14,1050,2020
Jurong East,Yuhua East,15_to_19,1240,2020
Jurong East,Yuhua East,20_to_24,1430,2020
Jurong East,Yuhua East,25_to_29,1800,2020
Jurong East,Yuhua East,30_to_34,1660,2020
Jurong East,Yuhua East,35_to_39,1630,2020
Jurong East,Yuhua East,40_to_44,1700,2020
Jurong East,Yuhua East,45_to_49,1810,2020
Jurong East,Yuhua East,50_to_54,1770,2020
Jurong East,Yuhua East,55_to_59,1890,2020
Jurong East,Yuhua East,5_to_9,830,2020
Jurong East,Yuhua East,60_to_64,2190,2020
Jurong East,Yuhua East,65_to_69,1970,2020
Jurong East,Yuhua East,70_to_74,1560,2020
Jurong East,Yuhua East,75_to_79,730,2020
Jurong East,Yuhua East,80_to_84,510,2020
Jurong East,Yuhua East,85_to_89,290,2020
Jurong East,Yuhua East,90_and_over,150,2020
Jurong East,Yuhua West,0_to_4,590,2020
Jurong East,Yuhua West,10_to_14,900,2020
Jurong East,Yuhua West,15_to_19,1080,2020
Jurong East,Yuhua West,20_to_24,1260,2020
Jurong East,Yuhua West,25_to_29,1420,2020
Jurong East,Yuhua West,30_to_34,1320,2020
Jurong East,Yuhua West,35_to_39,1080,2020
Jurong East,Yuhua West,40_to_44,1220,2020
Jurong East,Yuhua West,45_to_49,1470,2020
Jurong East,Yuhua West,50_to_54,1440,2020
Jurong East,Yuhua West,55_to_59,1610,2020
Jurong East,Yuhua West,5_to_9,680,2020
Jurong East,Yuhua West,60_to_64,1660,2020
Jurong East,Yuhua West,65_to_69,1460,2020
Jurong East,Yuhua West,70_to_74,1020,2020
Jurong East,Yuhua West,75_to_79,490,2020
Jurong East,Yuhua West,80_to_84,340,2020
Jurong East,Yuhua West,85_to_89,180,2020
Jurong East,Yuhua West,90_and_over,110,2020
Jurong West,Boon Lay Place,0_to_4,1530,2020
